split,category,initials,text,source,approved,priority,note
dev,medical_communication,ㅅㅁㅇㄷㅅㅎㅈㅅㅇ,소문이 더 심해져서요,teacher_generator,0,review,
dev,medical_communication,ㅅㅁㅇㄷㅅㅎㅈㅅㅇ,수면은 더 심해져서요,teacher_generator,0,review,
dev,medical_communication,ㅅㅁㅇㄷㅅㅎㅈㅅㅇ,신문은 다시 해 주셔요,teacher_generator,0,review,
dev,medical_communication,ㅅㅁㅇㄷㅅㅎㅈㅅㅇ,성명은 다시 해 주셔요,teacher_generator,0,review,
dev,medical_communication,ㅅㅁㅇㄷㅅㅎㅈㅅㅇ,설명은 다시 해 주실요,teacher_generator,0,review,
dev,medical_communication,ㅅㅁㅇㄷㅅㅎㅈㅅㅇ,수면이 더 심해져서요,teacher_generator,0,review,
dev,medical_communication,ㅅㅁㅇㄷㅅㅎㅈㅅㅇ,소문은 더 심해져서요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,사실로 제가 알려주세요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,사실로 제가 알려주셔요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,사실로 제가 알려주시오,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,수술로 제가 알려주세요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,수술로 제가 알려주셔요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,수술로 제가 알려주시오,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,소설로 제가 알려주세요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,소스로 제가 알려주세요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,상식론 제가 알려주세요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,사슬로 제가 알려주세요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㄹㅈㄱㅇㄹㅈㅅㅇ,사실로 저기 알려주세요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,사실 표현도 할 일 한 잔 사요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,사실 표현도 할 일 한 잔 싫어,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,소식 표현도 할 일 한 잔 사요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,소식 표현도 할 일 한 잔 싫어,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,생생 표현도 할 일 한 잔 사요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,생생 표현도 할 일 한 잔 싫어,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,수시 표현도 할 일 한 잔 사요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,수시 표현도 할 일 한 잔 싫어,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,선생 표현도 할 일 한 잔 사요,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,선생 표현도 할 일 한 잔 싫어,teacher_generator,0,review,
train,medical_communication,ㅅㅅㅍㅎㄷㅎㅇㅎㅈㅅㅇ,사실 폭행도 할 일 한 잔 사요,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,"싫어, 눌러줘",teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,"싫어, 내려줘",teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,"싫어, 날려줘",teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,"싫어, 놀라지",teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,사용 눌러줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,사연 날려줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,소원 날려줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,소원 눌러줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,사인 눌러줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,사이 눌러줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,세일 눌러줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,수업 눌러줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,손을 눌러줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,손은 눌러줘,teacher_generator,0,review,
train,positioning,ㅅㅇㄴㄹㅈ,선을 내려줘,teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싫어, 난 못 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싫어, 나 못 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싫어, 난 뭘 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싫어, 나만 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싫어, 넌 못 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싫어, 넌 뭘 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싫어, 내 맘 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싶어, 난 못 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싶어, 나 못 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"싶어, 난 뭘 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"쉬어, 난 못 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"쉬어, 나 못 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"쉬어, 난 뭘 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"세어, 난 몇 차",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"사요, 난 뭐 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㄴㅁㅊ,"사요, 나 뭐 참",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,"싫어, 쓸래?",teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,사야 쓸래?,teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,소원 쓸래?,teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,사인 쓸래?,teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,수어 쓸래?,teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,시약 쓸래?,teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,서울 쌀로,teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,서울 씨름,teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,서울 쌀류,teacher_generator,0,review,
train,pain_discomfort,ㅅㅇㅆㄹ,사용 쓸래?,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,술 좀 퍼줘,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,손 좀 펴자,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,손 좀 풀자,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,수저 퍼줘,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,소주 퍼줘,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,사진 편집,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,사진 표지,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,사전 표제,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,시장 표준,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,시장 폐점,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,서점 폐점,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,수저 포장,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,수중 폭죽,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,수직 표적,teacher_generator,0,review,
train,positioning,ㅅㅈㅍㅈ,사진 판정,teacher_generator,0,review,
train,medical_communication,ㅇㄱㅅㄹㄱㅇㅎㄱㄱㅇㅇ,이거 소리가 약한 것 같아요,teacher_generator,0,review,
train,medical_communication,ㅇㄱㅅㄹㄱㅇㅎㄱㄱㅇㅇ,이건 소리가 약한 것 같아요,teacher_generator,0,review,
train,medical_communication,ㅇㄱㅅㄹㄱㅇㅎㄱㄱㅇㅇ,이게 소리가 약한 것 같아요,teacher_generator,0,review,
train,medical_communication,ㅇㄱㅅㄹㄱㅇㅎㄱㄱㅇㅇ,여기 소리가 약한 것 같아요,teacher_generator,0,review,
train,medical_communication,ㅇㄱㅅㄹㄱㅇㅎㄱㄱㅇㅇ,이거 소리가 연한 것 같아요,teacher_generator,0,review,
train,medical_communication,ㅇㄱㅅㄹㄱㅇㅎㄱㄱㅇㅇ,이건 소리가 연한 것 같아요,teacher_generator,0,review,
train,medical_communication,ㅇㄱㅅㄹㄱㅇㅎㄱㄱㅇㅇ,이게 소리가 연한 것 같아요,teacher_generator,0,review,
train,medical_communication,ㅇㄱㅅㄹㄱㅇㅎㄱㄱㅇㅇ,여기 소리가 연한 것 같아요,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,어깨가 뻐근함,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,어깨가 뻐근한,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,어깨가 뻐근하,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,아 꼭 그 뽑기 해,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,어 꼭 그 뽑기 해,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,이 꼭 그 뽑기 해,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,아 꼭 그 뽑기 함,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,어 꼭 그 뽑기 함,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,이 꼭 그 뽑기 함,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,아 꼭 그 뽑기 한,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,어 꼭 그 뽑기 한,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,아 꼭 그 뽑기 후,teacher_generator,0,review,
dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,어 꼭 그 뽑기 후,teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"안 끌려, 받쳐줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"안 끌려, 비춰줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"안 끌려, 부쳐줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"아, 끌려. 받쳐줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"아, 끌려. 비춰줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"아, 끌려. 부쳐줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"어, 끌려. 받쳐줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"어, 끌려. 비춰줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"어, 끌려. 부쳐줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,왜 끌려? 받쳐줘,teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,왜 끌려? 비춰줘,teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,왜 끌려? 부쳐줘,teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"오, 끌려. 받쳐줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"오, 끌려. 비춰줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"요, 끌려. 받쳐줘",teacher_generator,0,review,
train,positioning,ㅇㄲㄹㅂㅊㅈ,"요, 끌려. 비춰줘",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,이상 없지 않나요,teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,이상 있지 않나요,teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,이사 오지 않나요,teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,요새 오지 않나요,teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,어서 오지 않나요,teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,우선 오지 않나요,teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"이상 없죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"이상 있죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"이사 오죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"요새 오죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"어서 오죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"우선 오죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"이사 있죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"요새 있죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"어서 있죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅅㅇㅈㅇㄴㅇ,"우선 있죠, 아니요",teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,아 이리 와 얼른 주세요,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,어 이리 와 얼른 주세요,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,오 이리 와 얼른 주세요,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,응 이리 와 얼른 주세요,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,예 이리 와 얼른 주세요,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,아 이리 와 얼른 주셔요,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,어 이리 와 얼른 주셔요,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,오 이리 와 얼른 주셔요,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,아 이리 와 얼른 주시오,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,어 이리 와 얼른 주시오,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,아 이리 와 얼른 좀 쉬어,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,어 이리 와 얼른 좀 쉬어,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,오 이리 와 얼른 좀 쉬어,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,아 이리 와 얼른 잘 쉬어,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,어 이리 와 얼른 잘 쉬어,teacher_generator,0,review,
train,medical_communication,ㅇㅇㄹㅇㅇㄹㅈㅅㅇ,오 이리 와 얼른 잠시요,teacher_generator,0,review,
train,pain_discomfort,ㅇㅇㅇㄴㅁㅁㄹ,응응응 나만 몰라,teacher_generator,0,review,
train,pain_discomfort,ㅇㅇㅇㄴㅁㅁㄹ,응응응 너만 몰라,teacher_generator,0,review,
train,pain_discomfort,ㅇㅇㅇㄴㅁㅁㄹ,어어어 나만 몰라,teacher_generator,0,review,
train,pain_discomfort,ㅇㅇㅇㄴㅁㅁㄹ,어어어 너만 몰라,teacher_generator,0,review,
train,pain_discomfort,ㅇㅇㅇㄴㅁㅁㄹ,아아아 나만 몰라,teacher_generator,0,review,
train,pain_discomfort,ㅇㅇㅇㄴㅁㅁㄹ,아아아 너만 몰라,teacher_generator,0,review,
train,pain_discomfort,ㅇㅇㅇㄴㅁㅁㄹ,응응응 난 뭐 몰라,teacher_generator,0,review,
train,pain_discomfort,ㅇㅇㅇㄴㅁㅁㄹ,어어어 난 뭐 몰라,teacher_generator,0,review,
train,pain_discomfort,ㅇㅇㅇㄴㅁㅁㄹ,아아아 난 뭐 몰라,teacher_generator,0,review,
train,medical_communication,ㅇㅇㅇㅈㅁㅁㅇㅇㅇ,아 이 어제 뭐 뭐 알아요,teacher_generator,0,review,
train,medical_communication,ㅇㅇㅇㅈㅁㅁㅇㅇㅇ,어 이 아직 뭐 뭐 있어요,teacher_generator,0,review,
train,positioning,ㅈㄱㅇㅇㄹㄷㄹㅈ,지금 우유를 달라줘,teacher_generator,0,review,
train,positioning,ㅈㄱㅇㅇㄹㄷㄹㅈ,저기 우유를 달라줘,teacher_generator,0,review,
train,positioning,ㅈㄱㅇㅇㄹㄷㄹㅈ,제게 우유를 달라줘,teacher_generator,0,review,
train,positioning,ㅈㄱㅇㅇㄹㄷㄹㅈ,제게 우유를 돌려줘,teacher_generator,0,review,
train,positioning,ㅈㄱㅇㅇㄹㄷㄹㅈ,지금 우유를 돌려줘,teacher_generator,0,review,
train,positioning,ㅈㄱㅇㅇㄹㄷㄹㅈ,저기 우유를 돌려줘,teacher_generator,0,review,
train,positioning,ㅈㄱㅇㅇㄹㄷㄹㅈ,제게 아이를 데려줘,teacher_generator,0,review,
train,positioning,ㅈㄱㅇㅇㄹㄷㄹㅈ,지금 아이를 데려줘,teacher_generator,0,review,
train,positioning,ㅈㄱㅇㅇㄹㄷㄹㅈ,저기 아이를 데려줘,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,주소를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,장소를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,전시를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,증서를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,지시를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,주사를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,질서를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,조사를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,지수를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,점수를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,접수를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,정시를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,제시를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㄹㅎㅇㅎㅈㅅㅇ,장수를 확인해 주세요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㅂㅇㄱㅇㅍㅇ,주사 부위가 아퍼요,teacher_generator,0,review,
train,medical_communication,ㅈㅅㅂㅇㄱㅇㅍㅇ,주사 부위가 아파유,teacher_generator,0,review,
train,medical_communication,ㅈㅅㅂㅇㄱㅇㅍㅇ,주사 부위가 아픔요,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,진짜,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,제 쪽,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,제짝,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,저 짝,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,쟤 쪽,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,집 쪽,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,장 쪽,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,잘 짜,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,좀 짜,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,잘 쪄,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,좀 쪄,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,잘 찌,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,좀 찌,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,잘 쫙,teacher_generator,0,review,
dev,ambiguity,ㅈㅉ,좀 쫙,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㄴㄹㅈ,차도로나를줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㄴㄹㅈ,차도로나를자,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㄴㄹㅈ,철도로나를줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㄴㄹㅈ,천도로나를줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㄴㄹㅈ,초대로나를줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㄴㄹㅈ,최대로나를줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㄴㄹㅈ,차도랑나를줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,찾도록 알려줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,찾도록 일러줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,최대로 알려줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,최대로 일러줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,참도록 알려줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,참도록 일러줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,치도록 알려줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,치도록 일러줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,차도록 알려줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,차도록 일러줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,추도록 알려줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,추도록 일러줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,초대라 알려줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,초대라 일러줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,초대란 알려줘,teacher_generator,0,review,
train,positioning,ㅊㄷㄹㅇㄹㅈ,초대란 일러줘,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,찾아도 소주 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,찾아도 수저 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,찾아도 사진 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,찾아도 수정 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,찾아도 숫자 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,찾아도 소주 주셔요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,찾아도 수저 주셔요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,찾아도 사진 주셔요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,치워도 소주 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,치워도 수저 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,치워도 사진 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,치워도 수정 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,치워도 숫자 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,치워도 소주 주셔요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,채워도 수저 주세요,teacher_generator,0,review,
dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,채워도 사진 주세요,teacher_generator,0,review,
dev,medical_communication,ㅌㅈㅇㄷㅅㅎㅈㅇㅇ,통증은 더 심해졌어요,teacher_generator,0,review,
dev,medical_communication,ㅌㅈㅇㄷㅅㅎㅈㅇㅇ,통증이 다 심해졌어요,teacher_generator,0,review,
dev,medical_communication,ㅌㅈㅇㄷㅅㅎㅈㅇㅇ,투정이 더 심해졌어요,teacher_generator,0,review,
dev,medical_communication,ㅌㅈㅇㄷㅅㅎㅈㅇㅇ,투정은 더 심해졌어요,teacher_generator,0,review,
dev,medical_communication,ㅌㅈㅇㄷㅅㅎㅈㅇㅇ,투정이 다 심해졌어요,teacher_generator,0,review,
dev,medical_communication,ㅌㅈㅇㄷㅅㅎㅈㅇㅇ,탈진이 더 심해졌어요,teacher_generator,0,review,
