phrase_id,split,category,initials,text,partner,situation,recent_context,source,approved,priority,note
P0197,train,emotion_needs,ㄱㅂㅇㅈㄴㅇㅈㅇ,기분이 좀 나아졌어,family,general,감정이나 심리적 욕구를 가까운 사람에게 표현하는 상황이다.,curated_seed_v2,1,normal,
P0199,train,emotion_needs,ㄱㅈㅇㅁㅇㄷ,걱정이 많이 돼,family,general,감정이나 심리적 욕구를 가까운 사람에게 표현하는 상황이다.,curated_seed_v2,1,normal,
P0201,train,communication_control,ㅈㄱㅋㄱㅁㅎㅈ,조금 크게 말해줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0203,train,communication_control,ㅎㅂㅁㄷㅁㅎㅈ,한 번만 더 말해줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0204,train,communication_control,ㅉㄱㅅㅁㅎㅈ,짧게 설명해줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0205,train,communication_control,ㅅㄱㅅㅁㅎㅈ,쉽게 설명해줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0206,train,communication_control,ㅊㅊㅎㅅㅁㅎㅈ,천천히 설명해줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0209,train,communication_control,ㄴㄱㄲㄲㅈㅁㅎㄱ,내가 끝까지 말할게,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0210,train,communication_control,ㅈㄱㅇㄷㄷㅎㄱㅇㄹㅇ,지금은 대답하기 어려워,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0212,train,communication_control,ㅅㅌㅈㄹㄷㅅㅂㅇㅈ,선택지를 다시 보여줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0213,train,communication_control,ㅊㅂㅉㄹㅎㄱ,첫 번째로 할게,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0215,train,communication_control,ㅅㅂㅉㄹㅎㄱ,세 번째로 할게,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0217,train,communication_control,ㅊㅇㅂㅌㄷㅅㅎㄱ,처음부터 다시 할게,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0218,train,communication_control,ㅂㄱㅅㅌㅊㅅㅎㄱ,방금 선택 취소할게,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0219,train,communication_control,ㅇㅁㅈㅈㅇㅈ,이 문장 지워줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0220,train,communication_control,ㅇㄷㄹㅁㅎㅈ,이대로 말해줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0221,train,device_control,ㅎㄷㅍㅎㅁㅋㅈ,휴대폰 화면 켜줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0222,train,device_control,ㅎㄷㅍㅎㅁㄲㅈ,휴대폰 화면 꺼줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0223,train,device_control,ㅈㅎㅂㅇㅈ,전화 받아줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0226,train,device_control,ㅁㅅㅈㅂㄴㅈ,메시지 보내줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0227,train,device_control,ㅌㄹㅂㅈㅋㅈ,텔레비전 켜줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0228,train,device_control,ㅌㄹㅂㅈㄲㅈ,텔레비전 꺼줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0230,train,device_control,ㅅㄹㄹㅋㅇㅈ,소리를 키워줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0231,train,device_control,ㅅㄹㄹㄴㅊㅈ,소리를 낮춰줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0232,train,device_control,ㄴㄹㅈㅅㅎㅈ,노래 재생해줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0235,train,device_control,ㅇㅈㄱㅌㅇㅈ,이전 곡 틀어줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0236,train,device_control,ㅇㄹㅁㅊㅈ,알람 맞춰줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0238,train,device_control,ㅎㅊㅂㅌㄴㄹㅈ,호출 버튼 눌러줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0240,train,device_control,ㅊㅈㄱㅇㄱㅎㅈ,충전기 연결해줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0241,train,ambiguity,ㅁㅈ,물 줘,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0242,train,ambiguity,ㅁㅈ,물 좀,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0243,train,ambiguity,ㅁㅈ,맥주,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0244,train,ambiguity,ㅁㅈ,먹자,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0245,train,ambiguity,ㅁㅈ,맞지,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0246,train,ambiguity,ㅁㅈ,뭐지,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0247,train,ambiguity,ㅁㅈ,먼저,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0248,train,ambiguity,ㅁㅈ,문제,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0249,train,ambiguity,ㅁㅈ,모자,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0250,train,ambiguity,ㅁㅈ,만져,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0251,train,ambiguity,ㄷㅇㅈ,도와줘,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0252,train,ambiguity,ㄷㅇㅈ,다음 주,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0253,train,ambiguity,ㄷㅇㅈ,들어줘,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0254,train,ambiguity,ㄷㅇㅈ,다 알지,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0255,train,ambiguity,ㄷㅇㅈ,다 있지,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0256,train,ambiguity,ㄷㅇㅈ,더 있죠,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0268,train,ambiguity,ㅁㅇ,맞아,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0269,train,ambiguity,ㅁㅇ,뭐야,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0270,train,ambiguity,ㅁㅇ,미안,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0271,train,ambiguity,ㅁㅇ,모여,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0272,train,ambiguity,ㅁㅇ,매워,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0273,train,ambiguity,ㅂㅈ,밥 줘,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0274,train,ambiguity,ㅂㅈ,밥 좀,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0275,train,ambiguity,ㅂㅈ,봐줘,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0276,train,ambiguity,ㅂㅈ,보자,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0277,train,ambiguity,ㅂㅈ,바지,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0278,train,ambiguity,ㅂㅈ,부자,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0279,train,ambiguity,ㅅㅇ,싫어,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0280,train,ambiguity,ㅅㅇ,쉬어,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0281,train,ambiguity,ㅅㅇ,사요,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0282,train,ambiguity,ㅅㅇ,서요,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0283,train,ambiguity,ㅅㅇ,세워,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0284,train,ambiguity,ㄷㅇ,더워,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0285,train,ambiguity,ㄷㅇ,도와,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0286,train,ambiguity,ㄷㅇ,닫아,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0287,train,ambiguity,ㄷㅇ,다음,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0288,train,ambiguity,ㄷㅇ,들어,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0289,train,ambiguity,ㅈㅈ,잘 자,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0290,train,ambiguity,ㅈㅈ,자자,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0291,train,ambiguity,ㅈㅈ,좀 줘,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0293,train,ambiguity,ㄱㅁㅇ,고마워,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0294,train,ambiguity,ㄱㅁㅇ,그만요,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0295,train,ambiguity,ㄱㅁㅇ,그 말이,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0296,train,ambiguity,ㄱㅁㅇ,귤 먹어,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0004,dev,basic_request,ㄱㄲㅇㅇㅈ,가까이 와줘,family,home,가족에게 일상적인 도움이나 물건 이동을 부탁하는 상황이다.,curated_seed_v2,1,normal,
P0005,dev,basic_request,ㅈㄱㄷㄹㄱㅈ,조금 뒤로 가줘,family,home,가족에게 일상적인 도움이나 물건 이동을 부탁하는 상황이다.,curated_seed_v2,1,normal,
P0009,dev,basic_request,ㅈㄱㅊㅇㅈ,저거 치워줘,family,home,가족에게 일상적인 도움이나 물건 이동을 부탁하는 상황이다.,curated_seed_v2,1,normal,
P0017,dev,basic_request,ㅇㅇㄹㅇㅈ,옆으로 와줘,family,home,가족에게 일상적인 도움이나 물건 이동을 부탁하는 상황이다.,curated_seed_v2,1,normal,
P0025,dev,food_drink,ㅋㅍㅈㅈ,커피 좀 줘,family,meal,식사나 음료와 관련된 요구를 전달하는 상황이다.,curated_seed_v2,1,normal,
P0026,dev,food_drink,ㅇㅇㅈㅈ,우유 좀 줘,family,meal,식사나 음료와 관련된 요구를 전달하는 상황이다.,curated_seed_v2,1,normal,
P0029,dev,food_drink,ㅅㄱㄹㅈㅈ,숟가락 좀 줘,family,meal,식사나 음료와 관련된 요구를 전달하는 상황이다.,curated_seed_v2,1,normal,
P0035,dev,food_drink,ㄱㅇㅈㅈ,과일 좀 줘,family,meal,식사나 음료와 관련된 요구를 전달하는 상황이다.,curated_seed_v2,1,normal,
P0038,dev,food_drink,ㅎㅇㅁㅈ,한 입만 줘,family,meal,식사나 음료와 관련된 요구를 전달하는 상황이다.,curated_seed_v2,1,normal,
P0041,dev,environment,ㅇㅇㅋㅈㅋㅈ,에어컨 좀 켜줘,caregiver,home,"주변 온도, 빛, 소리, 공기를 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0047,dev,environment,ㅋㅌㅈㅇㅇㅈ,커튼 좀 열어줘,caregiver,home,"주변 온도, 빛, 소리, 공기를 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0057,dev,environment,ㅂㅇㄴㅁㄷㄷㅎ,방이 너무 답답해,caregiver,home,"주변 온도, 빛, 소리, 공기를 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0059,dev,environment,ㅎㄱㅈㅅㅋㅈ,환기 좀 시켜줘,caregiver,home,"주변 온도, 빛, 소리, 공기를 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0060,dev,environment,ㅈㄱㅈㅇㅎㅎㅈ,조금 조용히 해줘,caregiver,home,"주변 온도, 빛, 소리, 공기를 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0066,dev,positioning,ㅍㅈㄴㄹㅈ,팔 좀 내려줘,caregiver,positioning,현재 자세가 불편해서 몸이나 침대 위치를 조절해야 하는 상황이다.,curated_seed_v2,1,high,
P0084,dev,pain_discomfort,ㅍㅇㄴㅁㅇㅍ,팔이 너무 아파,medical_staff,pain,통증이나 신체 불편을 의료진 또는 보호자에게 알리는 상황이다.,curated_seed_v2,1,high,
P0087,dev,pain_discomfort,ㅁㄹㄱㅇㅈㄹㅇ,머리가 어지러워,medical_staff,pain,통증이나 신체 불편을 의료진 또는 보호자에게 알리는 상황이다.,curated_seed_v2,1,high,
P0092,dev,pain_discomfort,ㄱㅊㅇㄱㅅㄴㅇ,기침이 계속 나와,medical_staff,pain,통증이나 신체 불편을 의료진 또는 보호자에게 알리는 상황이다.,curated_seed_v2,1,high,
P0097,dev,pain_discomfort,ㅇㄲㄱㅃㄱㅎ,어깨가 뻐근해,medical_staff,pain,통증이나 신체 불편을 의료진 또는 보호자에게 알리는 상황이다.,curated_seed_v2,1,high,
P0101,dev,medical_communication,ㅎㅇㄷㅅㅈㅈㅅㅇ,혈압 다시 재주세요,medical_staff,hospital,병원에서 의료진에게 상태 확인이나 처치를 요청하는 상황이다.,curated_seed_v2,1,high,
P0102,dev,medical_communication,ㅊㅇㄷㅅㅈㅈㅅㅇ,체온 다시 재주세요,medical_staff,hospital,병원에서 의료진에게 상태 확인이나 처치를 요청하는 상황이다.,curated_seed_v2,1,high,
P0105,dev,medical_communication,ㅌㅈㅇㄷㅅㅎㅈㅇㅇ,통증이 더 심해졌어요,medical_staff,hospital,병원에서 의료진에게 상태 확인이나 처치를 요청하는 상황이다.,curated_seed_v2,1,high,
P0114,dev,medical_communication,ㅅㅁㅇㄷㅅㅎㅈㅅㅇ,설명을 다시 해주세요,medical_staff,hospital,병원에서 의료진에게 상태 확인이나 처치를 요청하는 상황이다.,curated_seed_v2,1,high,
P0120,dev,medical_communication,ㄱㅅㄱㄱㄹㅇㄹㅈㅅㅇ,검사 결과를 알려주세요,medical_staff,hospital,병원에서 의료진에게 상태 확인이나 처치를 요청하는 상황이다.,curated_seed_v2,1,high,
P0124,dev,schedule_time,ㄴㅇㅇㅅㅇㅈ,내일 약속 있지,family,schedule,"시간, 약속, 방문 일정이나 하루 계획을 묻거나 정하는 상황이다.",curated_seed_v2,1,normal,
P0135,dev,schedule_time,ㅇㅈㄷㅅㅇㄱㅇ,언제 다시 올 거야,family,schedule,"시간, 약속, 방문 일정이나 하루 계획을 묻거나 정하는 상황이다.",curated_seed_v2,1,normal,
P0136,dev,schedule_time,ㅇㄴㅇㅈㅇㄹㅈ,오늘 일정 알려줘,family,schedule,"시간, 약속, 방문 일정이나 하루 계획을 묻거나 정하는 상황이다.",curated_seed_v2,1,normal,
P0140,dev,schedule_time,ㅈㄱㅇㄷㄱㅎㅈ,조금 있다가 하자,family,schedule,"시간, 약속, 방문 일정이나 하루 계획을 묻거나 정하는 상황이다.",curated_seed_v2,1,normal,
P0145,dev,social,ㅈㅉㅇㄱㄷ,진짜 웃기다,friend,general,가족이나 친구와 일상적인 사회적 대화를 하는 상황이다.,curated_seed_v2,1,normal,
P0152,dev,social,ㅅㅈㅈㅂㅇㅈ,사진 좀 보여줘,friend,general,가족이나 친구와 일상적인 사회적 대화를 하는 상황이다.,curated_seed_v2,1,normal,
P0160,dev,social,ㄱㅇㅇㅇㅈ,곁에 있어줘,friend,general,가족이나 친구와 일상적인 사회적 대화를 하는 상황이다.,curated_seed_v2,1,normal,
P0164,dev,questions_answers,ㅇㄱㄹㄱㅇ,왜 그런 거야,family,general,상대에게 질문하거나 짧게 대답해야 하는 상황이다.,curated_seed_v2,1,normal,
P0165,dev,questions_answers,ㅇㄸㄱㅎㅁㄷ,어떻게 하면 돼,family,general,상대에게 질문하거나 짧게 대답해야 하는 상황이다.,curated_seed_v2,1,normal,
P0166,dev,questions_answers,ㅇㅈㅇㄴㄱㅇ,언제 오는 거야,family,general,상대에게 질문하거나 짧게 대답해야 하는 상황이다.,curated_seed_v2,1,normal,
P0168,dev,questions_answers,ㅈㄱㅁㅇ,저게 뭐야,family,general,상대에게 질문하거나 짧게 대답해야 하는 상황이다.,curated_seed_v2,1,normal,
P0176,dev,questions_answers,ㄱㄱㅇㄴㄱㄱㅇ,그건 아닌 것 같아,family,general,상대에게 질문하거나 짧게 대답해야 하는 상황이다.,curated_seed_v2,1,normal,
P0177,dev,questions_answers,ㅁㅅㄸㅇㅇ,무슨 뜻이야,family,general,상대에게 질문하거나 짧게 대답해야 하는 상황이다.,curated_seed_v2,1,normal,
P0178,dev,questions_answers,ㅇㄷㅇㅇㄴㄱㅇ,어디에 있는 거야,family,general,상대에게 질문하거나 짧게 대답해야 하는 상황이다.,curated_seed_v2,1,normal,
P0180,dev,questions_answers,ㅇㄴㅇㅇ,왜 늦었어,family,general,상대에게 질문하거나 짧게 대답해야 하는 상황이다.,curated_seed_v2,1,normal,
P0186,dev,emotion_needs,ㅁㅇㅇㄷㄷㅎ,마음이 답답해,family,general,감정이나 심리적 욕구를 가까운 사람에게 표현하는 상황이다.,curated_seed_v2,1,normal,
P0198,dev,emotion_needs,ㅇㄴㅇㄱㅂㅇㅇㅈㅇ,오늘은 기분이 안 좋아,family,general,감정이나 심리적 욕구를 가까운 사람에게 표현하는 상황이다.,curated_seed_v2,1,normal,
P0200,dev,emotion_needs,ㅁㅇㅇㅍㅎㅈㅇ,마음이 편해졌어,family,general,감정이나 심리적 욕구를 가까운 사람에게 표현하는 상황이다.,curated_seed_v2,1,normal,
P0202,dev,communication_control,ㅈㄱㅈㄱㅁㅎㅈ,조금 작게 말해줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0207,dev,communication_control,ㅈㅁㅇㄷㅅㅎㅈ,질문을 다시 해줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0208,dev,communication_control,ㄴㅁㅇㄱㄷㄹㅈ,내 말을 기다려줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0211,dev,communication_control,ㅇㅇㄴㅇㄹㅁㅇㅂㅈ,예 아니오로 물어봐줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0214,dev,communication_control,ㄷㅂㅉㄹㅎㄱ,두 번째로 할게,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0216,dev,communication_control,ㄷㄹㅅㅌㅈㅂㅇㅈ,다른 선택지 보여줘,caregiver,general,"대화 속도나 반복, 설명 방식 등을 조절하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0224,dev,device_control,ㅈㅎㄲㅇㅈ,전화 끊어줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0225,dev,device_control,ㅁㅅㅈㅇㅇㅈ,메시지 읽어줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0229,dev,device_control,ㅊㄴㅂㄲㅈ,채널 바꿔줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0233,dev,device_control,ㄴㄹㅁㅊㅈ,노래 멈춰줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0234,dev,device_control,ㄷㅇㄱㅌㅇㅈ,다음 곡 틀어줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0237,dev,device_control,ㅇㄹㄲㅈ,알람 꺼줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0239,dev,device_control,ㅎㅁㅇㄴㄱㅈ,화면을 넘겨줘,caregiver,home,"휴대폰, TV, 음악, 호출 장치 등 주변 기기를 조작하고 싶은 상황이다.",curated_seed_v2,1,normal,
P0257,dev,ambiguity,ㅈㅇ,좋아,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0258,dev,ambiguity,ㅈㅇ,줘요,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0259,dev,ambiguity,ㅈㅇ,저요,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0260,dev,ambiguity,ㅈㅇ,자요,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0261,dev,ambiguity,ㅈㅇ,지워,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0262,dev,ambiguity,ㅈㅇ,주워,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0263,dev,ambiguity,ㅇㄴ,아니,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0264,dev,ambiguity,ㅇㄴ,안녕,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0265,dev,ambiguity,ㅇㄴ,오늘,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0266,dev,ambiguity,ㅇㄴ,언니,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0267,dev,ambiguity,ㅇㄴ,안내,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
P0292,dev,ambiguity,ㅈㅉ,저쪽,other,general,같은 초성으로 여러 자연스러운 표현이 가능한 고중의성 상황이다.,curated_seed_v2,1,high,
